InvoiceNo,StockCode,ProductName,Category,Quantity,UnitPrice,TotalSales,InvoiceDate,CustomerID,CustomerName,Country,PaymentMethod
INV100452,P008,Power Bank,Accessories,5,29.99,149.95,2025-05-26 10:35:00,1082,Customer_1082,Australia,Debit Card
INV100453,P010,Desk Lamp,Home,8,22.5,180.0,2025-12-16 01:02:00,1087,Customer_1087,India,PayPal
INV100454,P001,Wireless Mouse,Electronics,2,15.99,31.98,2025-08-14 14:00:00,1040,Customer_1040,Canada,Debit Card
INV100455,P003,USB Cable,Accessories,5,5.99,29.95,2025-05-21 02:41:00,1040,Customer_1040,UK,UPI
INV100456,P002,Keyboard,Electronics,6,25.5,153.0,2025-11-29 05:03:00,1170,Customer_1170,Canada,UPI
INV100457,P004,Laptop Stand,Accessories,7,35.0,245.0,2025-02-16 22:06:00,1167,Customer_1167,India,Debit Card
INV100458,P008,Power Bank,Accessories,2,29.99,59.98,2025-10-31 07:33:00,1033,Customer_1033,Germany,PayPal
INV100459,P001,Wireless Mouse,Electronics,1,15.99,15.99,2025-06-25 03:55:00,1178,Customer_1178,Canada,Debit Card
INV100460,P008,Power Bank,Accessories,2,29.99,59.98,2025-07-16 02:46:00,1058,Customer_1058,India,Credit Card
INV100461,P006,Webcam,Electronics,6,55.0,330.0,2025-03-12 12:49:00,1076,Customer_1076,USA,Debit Card
INV100462,P002,Keyboard,Electronics,9,25.5,229.5,2025-01-05 19:41:00,1144,Customer_1144,USA,PayPal
INV100463,P006,Webcam,Electronics,4,55.0,220.0,2025-03-19 13:39:00,1160,Customer_1160,Germany,PayPal
INV100464,P004,Laptop Stand,Accessories,2,35.0,70.0,2025-03-13 03:37:00,1025,Customer_1025,Germany,PayPal
INV100465,P006,Webcam,Electronics,7,55.0,385.0,2025-03-13 07:17:00,1080,Customer_1080,Germany,Credit Card
INV100466,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-11-04 23:38:00,1153,Customer_1153,UK,Credit Card
INV100467,P005,Headphones,Electronics,4,45.99,183.96,2025-11-07 16:12:00,1132,Customer_1132,Germany,PayPal
INV100468,P005,Headphones,Electronics,1,45.99,45.99,2025-05-03 15:24:00,1200,Customer_1200,India,Debit Card
INV100469,P008,Power Bank,Accessories,10,29.99,299.9,2025-09-28 00:23:00,1018,Customer_1018,UK,Debit Card
INV100470,P007,Monitor,Electronics,10,150.0,1500.0,2025-07-07 17:43:00,1107,Customer_1107,USA,PayPal
INV100471,P002,Keyboard,Electronics,1,25.5,25.5,2025-02-04 00:16:00,1150,Customer_1150,USA,Credit Card
INV100472,P001,Wireless Mouse,Electronics,7,15.99,111.93,2025-05-27 20:45:00,1129,Customer_1129,Australia,PayPal
INV100473,P007,Monitor,Electronics,7,150.0,1050.0,2025-11-24 17:34:00,1021,Customer_1021,Australia,Debit Card
INV100474,P005,Headphones,Electronics,2,45.99,91.98,2025-02-10 16:58:00,1079,Customer_1079,USA,Debit Card
INV100475,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-10-28 20:48:00,1100,Customer_1100,Germany,Credit Card
INV100476,P005,Headphones,Electronics,7,45.99,321.93,2025-05-03 01:15:00,1186,Customer_1186,India,PayPal
INV100477,P002,Keyboard,Electronics,8,25.5,204.0,2025-11-08 01:19:00,1156,Customer_1156,Germany,Debit Card
INV100478,P002,Keyboard,Electronics,1,25.5,25.5,2025-03-12 22:00:00,1181,Customer_1181,USA,PayPal
INV100479,P006,Webcam,Electronics,9,55.0,495.0,2025-05-13 05:23:00,1132,Customer_1132,USA,UPI
INV100480,P002,Keyboard,Electronics,1,25.5,25.5,2025-08-08 08:33:00,1085,Customer_1085,India,UPI
INV100481,P010,Desk Lamp,Home,2,22.5,45.0,2025-08-22 16:23:00,1127,Customer_1127,India,PayPal
INV100482,P010,Desk Lamp,Home,3,22.5,67.5,2025-03-22 08:49:00,1094,Customer_1094,India,Net Banking
INV100483,P002,Keyboard,Electronics,4,25.5,102.0,2025-09-18 00:02:00,1189,Customer_1189,India,Debit Card
INV100484,P001,Wireless Mouse,Electronics,8,15.99,127.92,2025-07-16 04:11:00,1093,Customer_1093,India,Net Banking
INV100485,P007,Monitor,Electronics,4,150.0,600.0,2025-05-08 13:58:00,1082,Customer_1082,Germany,UPI
INV100486,P005,Headphones,Electronics,2,45.99,91.98,2025-07-10 03:32:00,1146,Customer_1146,Germany,Credit Card
INV100487,P003,USB Cable,Accessories,4,5.99,23.96,2025-01-24 12:04:00,1132,Customer_1132,Canada,UPI
INV100488,P005,Headphones,Electronics,6,45.99,275.94,2025-10-11 14:00:00,1022,Customer_1022,UK,Debit Card
INV100489,P005,Headphones,Electronics,10,45.99,459.9,2025-06-05 23:39:00,1200,Customer_1200,USA,PayPal
INV100490,P006,Webcam,Electronics,10,55.0,550.0,2025-04-11 23:57:00,1126,Customer_1126,Australia,Debit Card
INV100491,P003,USB Cable,Accessories,1,5.99,5.99,2025-01-13 07:34:00,1104,Customer_1104,UK,Credit Card
INV100492,P006,Webcam,Electronics,1,55.0,55.0,2025-12-03 12:54:00,1194,Customer_1194,Germany,UPI
INV100493,P002,Keyboard,Electronics,4,25.5,102.0,2025-05-02 13:31:00,1135,Customer_1135,India,Debit Card
INV100494,P005,Headphones,Electronics,2,45.99,91.98,2025-04-29 16:26:00,1011,Customer_1011,Germany,UPI
INV100495,P008,Power Bank,Accessories,2,29.99,59.98,2025-02-18 16:08:00,1148,Customer_1148,Germany,PayPal
INV100496,P002,Keyboard,Electronics,10,25.5,255.0,2025-02-01 13:42:00,1145,Customer_1145,USA,Debit Card
INV100497,P005,Headphones,Electronics,5,45.99,229.95,2025-07-21 22:53:00,1080,Customer_1080,Germany,UPI
INV100498,P006,Webcam,Electronics,8,55.0,440.0,2025-04-30 02:12:00,1069,Customer_1069,USA,Net Banking
INV100499,P002,Keyboard,Electronics,3,25.5,76.5,2025-03-26 14:29:00,1027,Customer_1027,UK,PayPal
INV100500,P002,Keyboard,Electronics,9,25.5,229.5,2025-04-17 14:19:00,1091,Customer_1091,Canada,UPI
INV100501,P002,Keyboard,Electronics,2,25.5,51.0,2025-12-18 09:52:00,1040,Customer_1040,Germany,Net Banking
INV100502,P001,Wireless Mouse,Electronics,4,15.99,63.96,2025-03-17 02:45:00,1083,Customer_1083,USA,UPI
INV100503,P007,Monitor,Electronics,9,150.0,1350.0,2025-12-13 09:16:00,1012,Customer_1012,USA,Credit Card
INV100504,P007,Monitor,Electronics,8,150.0,1200.0,2025-10-09 07:06:00,1142,Customer_1142,Canada,Credit Card
INV100505,P003,USB Cable,Accessories,2,5.99,11.98,2025-02-01 07:08:00,1003,Customer_1003,USA,PayPal
INV100506,P006,Webcam,Electronics,2,55.0,110.0,2025-10-28 08:58:00,1149,Customer_1149,India,Credit Card
INV100507,P002,Keyboard,Electronics,4,25.5,102.0,2025-08-16 04:05:00,1165,Customer_1165,UK,Credit Card
INV100508,P001,Wireless Mouse,Electronics,8,15.99,127.92,2025-03-28 18:27:00,1012,Customer_1012,Germany,PayPal
INV100509,P008,Power Bank,Accessories,1,29.99,29.99,2025-12-16 13:11:00,1097,Customer_1097,UK,Debit Card
INV100510,P003,USB Cable,Accessories,5,5.99,29.95,2025-08-17 04:02:00,1071,Customer_1071,Australia,Net Banking
INV100511,P010,Desk Lamp,Home,4,22.5,90.0,2025-06-01 15:26:00,1165,Customer_1165,Australia,PayPal
INV100512,P001,Wireless Mouse,Electronics,2,15.99,31.98,2025-07-16 04:26:00,1071,Customer_1071,USA,Net Banking
INV100513,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-07-15 22:22:00,1004,Customer_1004,Canada,Net Banking
INV100514,P008,Power Bank,Accessories,6,29.99,179.94,2025-09-15 10:24:00,1144,Customer_1144,UK,Debit Card
INV100515,P001,Wireless Mouse,Electronics,6,15.99,95.94,2025-04-23 00:57:00,1152,Customer_1152,UK,Credit Card
INV100516,P008,Power Bank,Accessories,9,29.99,269.91,2025-10-27 07:10:00,1091,Customer_1091,India,Debit Card
INV100517,P004,Laptop Stand,Accessories,5,35.0,175.0,2025-01-29 07:36:00,1136,Customer_1136,Canada,UPI
INV100518,P003,USB Cable,Accessories,3,5.99,17.97,2025-10-31 10:51:00,1060,Customer_1060,Germany,UPI
INV100519,P010,Desk Lamp,Home,1,22.5,22.5,2025-12-25 11:36:00,1180,Customer_1180,Australia,Debit Card
INV100520,P010,Desk Lamp,Home,4,22.5,90.0,2025-10-05 09:11:00,1126,Customer_1126,Canada,Credit Card
INV100521,P002,Keyboard,Electronics,1,25.5,25.5,2025-11-05 07:01:00,1059,Customer_1059,Australia,PayPal
INV100522,P001,Wireless Mouse,Electronics,6,15.99,95.94,2025-04-14 04:21:00,1157,Customer_1157,Germany,Debit Card
INV100523,P006,Webcam,Electronics,1,55.0,55.0,2025-03-17 18:45:00,1005,Customer_1005,USA,Credit Card
INV100524,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-07-11 22:42:00,1018,Customer_1018,Canada,Net Banking
INV100525,P002,Keyboard,Electronics,6,25.5,153.0,2025-06-15 04:10:00,1077,Customer_1077,Germany,PayPal
INV100526,P008,Power Bank,Accessories,6,29.99,179.94,2025-12-29 17:44:00,1044,Customer_1044,Australia,UPI
INV100527,P004,Laptop Stand,Accessories,10,35.0,350.0,2025-07-13 09:46:00,1044,Customer_1044,Germany,UPI
INV100528,P003,USB Cable,Accessories,3,5.99,17.97,2025-01-01 22:36:00,1186,Customer_1186,Canada,Net Banking
INV100529,P001,Wireless Mouse,Electronics,3,15.99,47.97,2025-06-12 19:14:00,1154,Customer_1154,Germany,Net Banking
INV100530,P002,Keyboard,Electronics,8,25.5,204.0,2025-06-19 23:04:00,1036,Customer_1036,USA,UPI
INV100531,P006,Webcam,Electronics,3,55.0,165.0,2025-02-15 22:42:00,1162,Customer_1162,Germany,UPI
INV100532,P008,Power Bank,Accessories,1,29.99,29.99,2025-04-18 07:44:00,1067,Customer_1067,India,UPI
INV100533,P005,Headphones,Electronics,2,45.99,91.98,2025-01-01 01:24:00,1184,Customer_1184,Canada,PayPal
INV100534,P003,USB Cable,Accessories,7,5.99,41.93,2025-07-13 11:34:00,1126,Customer_1126,Canada,Credit Card
INV100535,P008,Power Bank,Accessories,10,29.99,299.9,2025-12-18 07:10:00,1166,Customer_1166,Canada,Credit Card
INV100536,P001,Wireless Mouse,Electronics,5,15.99,79.95,2025-06-13 08:06:00,1005,Customer_1005,India,UPI
INV100537,P003,USB Cable,Accessories,7,5.99,41.93,2025-02-08 17:57:00,1041,Customer_1041,India,UPI
INV100538,P010,Desk Lamp,Home,10,22.5,225.0,2025-12-27 00:27:00,1123,Customer_1123,Germany,Debit Card
INV100539,P010,Desk Lamp,Home,7,22.5,157.5,2025-01-28 03:21:00,1040,Customer_1040,USA,Debit Card
INV100540,P007,Monitor,Electronics,9,150.0,1350.0,2025-10-04 08:42:00,1184,Customer_1184,UK,UPI
INV100541,P004,Laptop Stand,Accessories,2,35.0,70.0,2025-07-21 18:35:00,1012,Customer_1012,Canada,Debit Card
INV100542,P001,Wireless Mouse,Electronics,6,15.99,95.94,2025-08-07 02:18:00,1000,Customer_1000,Germany,Net Banking
INV100543,P008,Power Bank,Accessories,4,29.99,119.96,2025-01-14 06:10:00,1024,Customer_1024,Germany,UPI
INV100544,P002,Keyboard,Electronics,8,25.5,204.0,2025-06-07 12:30:00,1029,Customer_1029,Canada,UPI
INV100545,P002,Keyboard,Electronics,9,25.5,229.5,2025-04-05 11:56:00,1099,Customer_1099,Canada,UPI
INV100546,P003,USB Cable,Accessories,8,5.99,47.92,2025-05-15 14:29:00,1011,Customer_1011,UK,Debit Card
INV100547,P005,Headphones,Electronics,10,45.99,459.9,2025-03-19 22:42:00,1015,Customer_1015,India,Credit Card
INV100548,P006,Webcam,Electronics,9,55.0,495.0,2025-10-29 07:35:00,1105,Customer_1105,India,PayPal
INV100549,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-12-18 15:36:00,1137,Customer_1137,USA,PayPal
INV100550,P005,Headphones,Electronics,2,45.99,91.98,2025-01-18 16:36:00,1101,Customer_1101,Australia,Net Banking
INV100551,P010,Desk Lamp,Home,3,22.5,67.5,2025-08-18 05:10:00,1030,Customer_1030,USA,Debit Card
INV100552,P003,USB Cable,Accessories,1,5.99,5.99,2025-02-10 21:27:00,1108,Customer_1108,USA,Debit Card
INV100553,P010,Desk Lamp,Home,5,22.5,112.5,2025-02-04 02:24:00,1081,Customer_1081,Australia,PayPal
INV100554,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-09-24 14:58:00,1070,Customer_1070,India,Net Banking
INV100555,P010,Desk Lamp,Home,9,22.5,202.5,2025-08-03 03:26:00,1200,Customer_1200,USA,Debit Card
INV100556,P010,Desk Lamp,Home,10,22.5,225.0,2025-02-21 03:36:00,1149,Customer_1149,India,UPI
INV100557,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-05-16 12:41:00,1105,Customer_1105,Canada,Net Banking
INV100558,P010,Desk Lamp,Home,8,22.5,180.0,2025-03-30 08:25:00,1009,Customer_1009,USA,Net Banking
INV100559,P010,Desk Lamp,Home,7,22.5,157.5,2025-07-22 10:44:00,1009,Customer_1009,USA,Credit Card
INV100560,P008,Power Bank,Accessories,5,29.99,149.95,2025-01-11 10:52:00,1095,Customer_1095,UK,UPI
INV100561,P005,Headphones,Electronics,8,45.99,367.92,2025-12-17 03:55:00,1178,Customer_1178,USA,Debit Card
INV100562,P005,Headphones,Electronics,8,45.99,367.92,2025-06-14 08:46:00,1198,Customer_1198,Canada,Net Banking
INV100563,P002,Keyboard,Electronics,4,25.5,102.0,2025-04-19 13:47:00,1113,Customer_1113,Canada,Net Banking
INV100564,P006,Webcam,Electronics,1,55.0,55.0,2025-03-23 02:19:00,1131,Customer_1131,Germany,Net Banking
INV100565,P007,Monitor,Electronics,3,150.0,450.0,2025-09-26 18:01:00,1199,Customer_1199,USA,Debit Card
INV100566,P004,Laptop Stand,Accessories,1,35.0,35.0,2025-01-17 14:03:00,1063,Customer_1063,UK,Debit Card
INV100567,P005,Headphones,Electronics,6,45.99,275.94,2025-09-16 12:40:00,1118,Customer_1118,India,Credit Card
INV100568,P004,Laptop Stand,Accessories,6,35.0,210.0,2025-11-01 14:11:00,1125,Customer_1125,Canada,Net Banking
INV100569,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-03-25 08:47:00,1088,Customer_1088,Germany,Credit Card
INV100570,P005,Headphones,Electronics,1,45.99,45.99,2025-01-26 05:54:00,1098,Customer_1098,Australia,Debit Card
INV100571,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-04-16 08:41:00,1173,Customer_1173,Canada,Net Banking
INV100572,P001,Wireless Mouse,Electronics,1,15.99,15.99,2025-03-09 20:11:00,1121,Customer_1121,Australia,Credit Card
INV100573,P004,Laptop Stand,Accessories,5,35.0,175.0,2025-06-06 22:45:00,1155,Customer_1155,Germany,UPI
INV100574,P007,Monitor,Electronics,7,150.0,1050.0,2025-08-24 08:13:00,1089,Customer_1089,Canada,UPI
INV100575,P009,Bluetooth Speaker,Electronics,10,39.99,399.9,2025-10-27 03:00:00,1101,Customer_1101,Australia,UPI
INV100576,P009,Bluetooth Speaker,Electronics,10,39.99,399.9,2025-05-25 09:43:00,1155,Customer_1155,India,PayPal
INV100577,P002,Keyboard,Electronics,6,25.5,153.0,2025-11-24 10:55:00,1070,Customer_1070,UK,UPI
INV100578,P005,Headphones,Electronics,4,45.99,183.96,2025-09-22 07:57:00,1038,Customer_1038,India,Net Banking
INV100579,P007,Monitor,Electronics,6,150.0,900.0,2025-03-13 23:01:00,1174,Customer_1174,Germany,PayPal
INV100580,P005,Headphones,Electronics,5,45.99,229.95,2025-07-27 12:47:00,1107,Customer_1107,India,Net Banking
INV100581,P010,Desk Lamp,Home,4,22.5,90.0,2025-04-24 21:34:00,1087,Customer_1087,Germany,PayPal
INV100582,P006,Webcam,Electronics,9,55.0,495.0,2025-03-29 21:56:00,1076,Customer_1076,Australia,Debit Card
INV100583,P005,Headphones,Electronics,2,45.99,91.98,2025-03-07 23:16:00,1120,Customer_1120,Germany,Net Banking
INV100584,P003,USB Cable,Accessories,6,5.99,35.94,2025-02-15 07:22:00,1167,Customer_1167,USA,UPI
INV100585,P007,Monitor,Electronics,6,150.0,900.0,2025-05-14 18:18:00,1095,Customer_1095,Canada,Credit Card
INV100586,P008,Power Bank,Accessories,1,29.99,29.99,2025-10-26 18:39:00,1162,Customer_1162,India,PayPal
INV100587,P004,Laptop Stand,Accessories,9,35.0,315.0,2025-12-15 12:33:00,1030,Customer_1030,UK,PayPal
INV100588,P001,Wireless Mouse,Electronics,3,15.99,47.97,2025-04-13 10:26:00,1035,Customer_1035,Australia,PayPal
INV100589,P003,USB Cable,Accessories,6,5.99,35.94,2025-04-03 02:31:00,1183,Customer_1183,UK,Debit Card
INV100590,P006,Webcam,Electronics,1,55.0,55.0,2025-08-20 08:13:00,1001,Customer_1001,USA,Net Banking
INV100591,P003,USB Cable,Accessories,8,5.99,47.92,2025-02-15 04:39:00,1195,Customer_1195,Canada,PayPal
INV100592,P007,Monitor,Electronics,7,150.0,1050.0,2025-07-16 00:02:00,1122,Customer_1122,Australia,Debit Card
INV100593,P006,Webcam,Electronics,1,55.0,55.0,2025-09-29 06:01:00,1082,Customer_1082,Germany,Credit Card
INV100594,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-06-26 09:08:00,1177,Customer_1177,India,PayPal
INV100595,P009,Bluetooth Speaker,Electronics,10,39.99,399.9,2025-03-27 02:52:00,1078,Customer_1078,India,UPI
INV100596,P005,Headphones,Electronics,8,45.99,367.92,2025-09-24 19:33:00,1186,Customer_1186,UK,PayPal
INV100597,P003,USB Cable,Accessories,6,5.99,35.94,2025-07-03 06:10:00,1125,Customer_1125,Canada,Credit Card
INV100598,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-03-09 06:46:00,1186,Customer_1186,India,Net Banking
INV100599,P009,Bluetooth Speaker,Electronics,3,39.99,119.97,2025-07-07 22:41:00,1031,Customer_1031,India,PayPal
INV100600,P005,Headphones,Electronics,9,45.99,413.91,2025-01-25 19:03:00,1159,Customer_1159,Germany,Credit Card
INV100601,P001,Wireless Mouse,Electronics,1,15.99,15.99,2025-03-01 13:28:00,1176,Customer_1176,Canada,Credit Card
INV100602,P009,Bluetooth Speaker,Electronics,5,39.99,199.95,2025-12-26 04:13:00,1121,Customer_1121,Germany,Credit Card
INV100603,P005,Headphones,Electronics,7,45.99,321.93,2025-02-21 21:33:00,1169,Customer_1169,UK,Net Banking
INV100604,P010,Desk Lamp,Home,3,22.5,67.5,2025-02-23 16:46:00,1107,Customer_1107,Australia,Credit Card
INV100605,P005,Headphones,Electronics,2,45.99,91.98,2025-02-24 15:12:00,1200,Customer_1200,Australia,Debit Card
INV100606,P005,Headphones,Electronics,9,45.99,413.91,2025-07-03 22:26:00,1051,Customer_1051,UK,Debit Card
INV100607,P001,Wireless Mouse,Electronics,9,15.99,143.91,2025-04-17 22:59:00,1127,Customer_1127,Canada,UPI
INV100608,P004,Laptop Stand,Accessories,1,35.0,35.0,2025-12-10 02:58:00,1003,Customer_1003,India,Net Banking
INV100609,P008,Power Bank,Accessories,3,29.99,89.97,2025-09-19 02:46:00,1023,Customer_1023,Germany,Credit Card
INV100610,P005,Headphones,Electronics,4,45.99,183.96,2025-06-01 08:29:00,1116,Customer_1116,India,Credit Card
INV100611,P003,USB Cable,Accessories,1,5.99,5.99,2025-07-04 21:20:00,1074,Customer_1074,Canada,Credit Card
INV100612,P002,Keyboard,Electronics,1,25.5,25.5,2025-03-12 21:41:00,1002,Customer_1002,USA,UPI
INV100613,P006,Webcam,Electronics,8,55.0,440.0,2025-05-18 23:05:00,1159,Customer_1159,UK,UPI
INV100614,P003,USB Cable,Accessories,2,5.99,11.98,2025-07-24 14:17:00,1102,Customer_1102,Canada,PayPal
INV100615,P007,Monitor,Electronics,3,150.0,450.0,2025-03-09 22:46:00,1028,Customer_1028,India,Debit Card
INV100616,P002,Keyboard,Electronics,7,25.5,178.5,2025-09-05 18:43:00,1151,Customer_1151,Canada,Debit Card
INV100617,P010,Desk Lamp,Home,7,22.5,157.5,2025-07-03 19:01:00,1199,Customer_1199,Germany,Debit Card
INV100618,P008,Power Bank,Accessories,8,29.99,239.92,2025-07-30 14:02:00,1028,Customer_1028,India,UPI
INV100619,P006,Webcam,Electronics,1,55.0,55.0,2025-12-14 16:49:00,1180,Customer_1180,Germany,Net Banking
INV100620,P010,Desk Lamp,Home,4,22.5,90.0,2025-06-23 16:33:00,1171,Customer_1171,Germany,Net Banking
INV100621,P002,Keyboard,Electronics,7,25.5,178.5,2025-05-08 15:22:00,1169,Customer_1169,Germany,PayPal
INV100622,P003,USB Cable,Accessories,9,5.99,53.91,2025-01-28 00:41:00,1156,Customer_1156,USA,Net Banking
INV100623,P008,Power Bank,Accessories,8,29.99,239.92,2025-02-08 15:20:00,1042,Customer_1042,USA,UPI
INV100624,P005,Headphones,Electronics,1,45.99,45.99,2025-04-25 17:41:00,1129,Customer_1129,Canada,PayPal
INV100625,P004,Laptop Stand,Accessories,2,35.0,70.0,2025-08-16 18:28:00,1117,Customer_1117,India,PayPal
INV100626,P008,Power Bank,Accessories,6,29.99,179.94,2025-09-12 23:41:00,1030,Customer_1030,India,Credit Card
INV100627,P007,Monitor,Electronics,7,150.0,1050.0,2025-10-13 17:00:00,1009,Customer_1009,India,Net Banking
INV100628,P010,Desk Lamp,Home,5,22.5,112.5,2025-10-15 06:41:00,1130,Customer_1130,Germany,PayPal
INV100629,P006,Webcam,Electronics,6,55.0,330.0,2025-04-25 14:21:00,1013,Customer_1013,Australia,Net Banking
INV100630,P010,Desk Lamp,Home,8,22.5,180.0,2025-12-03 11:45:00,1183,Customer_1183,Canada,Credit Card
INV100631,P002,Keyboard,Electronics,4,25.5,102.0,2025-06-24 11:53:00,1000,Customer_1000,Germany,UPI
INV100632,P009,Bluetooth Speaker,Electronics,9,39.99,359.91,2025-12-26 03:02:00,1095,Customer_1095,USA,PayPal
INV100633,P003,USB Cable,Accessories,7,5.99,41.93,2025-05-11 19:12:00,1027,Customer_1027,USA,Credit Card
INV100634,P007,Monitor,Electronics,4,150.0,600.0,2025-04-08 22:21:00,1117,Customer_1117,India,PayPal
INV100635,P001,Wireless Mouse,Electronics,10,15.99,159.9,2025-08-19 14:42:00,1031,Customer_1031,Australia,Net Banking
INV100636,P003,USB Cable,Accessories,8,5.99,47.92,2025-09-29 23:03:00,1001,Customer_1001,Australia,PayPal
INV100637,P010,Desk Lamp,Home,8,22.5,180.0,2025-04-01 22:37:00,1130,Customer_1130,USA,Debit Card
INV100638,P002,Keyboard,Electronics,7,25.5,178.5,2025-11-04 19:56:00,1168,Customer_1168,UK,Net Banking
INV100639,P007,Monitor,Electronics,7,150.0,1050.0,2025-12-21 07:17:00,1155,Customer_1155,Canada,UPI
INV100640,P005,Headphones,Electronics,8,45.99,367.92,2025-03-12 13:38:00,1034,Customer_1034,Germany,Net Banking
INV100641,P005,Headphones,Electronics,9,45.99,413.91,2025-12-31 23:59:00,1080,Customer_1080,Australia,Debit Card
INV100642,P004,Laptop Stand,Accessories,4,35.0,140.0,2025-05-29 21:22:00,1159,Customer_1159,Germany,Debit Card
INV100643,P003,USB Cable,Accessories,9,5.99,53.91,2025-12-22 20:20:00,1138,Customer_1138,Germany,Credit Card
INV100644,P006,Webcam,Electronics,9,55.0,495.0,2025-10-26 18:42:00,1122,Customer_1122,Germany,PayPal
INV100645,P009,Bluetooth Speaker,Electronics,5,39.99,199.95,2025-01-07 16:06:00,1108,Customer_1108,India,PayPal
INV100646,P003,USB Cable,Accessories,1,5.99,5.99,2025-01-29 06:17:00,1171,Customer_1171,USA,UPI
INV100647,P005,Headphones,Electronics,3,45.99,137.97,2025-12-20 09:13:00,1015,Customer_1015,Australia,Credit Card
INV100648,P006,Webcam,Electronics,8,55.0,440.0,2025-11-12 21:47:00,1026,Customer_1026,Australia,Debit Card
INV100649,P009,Bluetooth Speaker,Electronics,7,39.99,279.93,2025-09-19 22:18:00,1060,Customer_1060,Germany,Credit Card
INV100650,P007,Monitor,Electronics,7,150.0,1050.0,2025-12-17 10:35:00,1106,Customer_1106,India,Credit Card
INV100651,P005,Headphones,Electronics,4,45.99,183.96,2025-08-15 07:58:00,1158,Customer_1158,Germany,UPI
INV100652,P010,Desk Lamp,Home,9,22.5,202.5,2025-11-05 06:49:00,1189,Customer_1189,Germany,Debit Card
INV100653,P005,Headphones,Electronics,8,45.99,367.92,2025-12-16 02:11:00,1045,Customer_1045,USA,Net Banking
INV100654,P002,Keyboard,Electronics,7,25.5,178.5,2025-08-08 08:35:00,1010,Customer_1010,UK,Debit Card
INV100655,P003,USB Cable,Accessories,10,5.99,59.9,2025-01-03 10:29:00,1065,Customer_1065,Germany,Debit Card
INV100656,P001,Wireless Mouse,Electronics,3,15.99,47.97,2025-11-02 01:49:00,1082,Customer_1082,Germany,Net Banking
INV100657,P005,Headphones,Electronics,8,45.99,367.92,2025-10-09 11:04:00,1146,Customer_1146,Germany,UPI
INV100658,P009,Bluetooth Speaker,Electronics,4,39.99,159.96,2025-09-24 02:50:00,1047,Customer_1047,Australia,Debit Card
INV100659,P007,Monitor,Electronics,9,150.0,1350.0,2025-07-26 02:22:00,1137,Customer_1137,USA,Debit Card
INV100660,P006,Webcam,Electronics,6,55.0,330.0,2025-05-31 06:48:00,1092,Customer_1092,Australia,Net Banking
INV100661,P008,Power Bank,Accessories,9,29.99,269.91,2025-11-29 00:07:00,1192,Customer_1192,Germany,UPI
INV100662,P008,Power Bank,Accessories,4,29.99,119.96,2025-11-11 19:15:00,1164,Customer_1164,India,UPI
INV100663,P007,Monitor,Electronics,2,150.0,300.0,2025-05-12 17:46:00,1098,Customer_1098,UK,Credit Card
INV100664,P009,Bluetooth Speaker,Electronics,6,39.99,239.94,2025-09-18 14:31:00,1131,Customer_1131,India,UPI
INV100665,P004,Laptop Stand,Accessories,6,35.0,210.0,2025-02-12 03:10:00,1131,Customer_1131,Australia,Net Banking
INV100666,P001,Wireless Mouse,Electronics,2,15.99,31.98,2025-12-10 20:49:00,1053,Customer_1053,USA,PayPal
INV100667,P002,Keyboard,Electronics,4,25.5,102.0,2025-12-26 23:49:00,1137,Customer_1137,Canada,Credit Card
INV100668,P003,USB Cable,Accessories,1,5.99,5.99,2025-06-19 01:05:00,1117,Customer_1117,India,Credit Card
INV100669,P003,USB Cable,Accessories,5,5.99,29.95,2025-02-06 18:52:00,1142,Customer_1142,USA,UPI
INV100670,P007,Monitor,Electronics,7,150.0,1050.0,2025-11-19 12:27:00,1115,Customer_1115,UK,Credit Card
INV100671,P007,Monitor,Electronics,2,150.0,300.0,2025-01-04 20:46:00,1136,Customer_1136,Australia,Credit Card
INV100672,P010,Desk Lamp,Home,1,22.5,22.5,2025-02-07 11:59:00,1179,Customer_1179,Australia,Credit Card
INV100673,P005,Headphones,Electronics,5,45.99,229.95,2025-02-14 09:48:00,1155,Customer_1155,Canada,PayPal
INV100674,P007,Monitor,Electronics,1,150.0,150.0,2025-03-22 17:14:00,1121,Customer_1121,USA,PayPal
INV100675,P009,Bluetooth Speaker,Electronics,5,39.99,199.95,2025-03-15 09:43:00,1162,Customer_1162,Germany,UPI
INV100676,P001,Wireless Mouse,Electronics,9,15.99,143.91,2025-03-14 03:02:00,1142,Customer_1142,India,Net Banking
INV100677,P010,Desk Lamp,Home,7,22.5,157.5,2025-10-08 02:19:00,1137,Customer_1137,USA,UPI
INV100678,P004,Laptop Stand,Accessories,7,35.0,245.0,2025-09-20 04:10:00,1165,Customer_1165,USA,Debit Card
